id,title,description,availability,condition,price,sale_price,link,image_link,brand,item_group_id,color,size,material,product_type,additional_image_link,mpn,gender,age_group
"64d94718-6793-4f9c-9b40-58a44b44fc45","Maroon Kambi Kara Set-Mundu(Women's Wear)","Maroon Kambi Kara Set-Mundu(Women's Wear)","out of stock","new","1010.00 INR","859.00 INR","https://khadivasthra.com/product/maroon-kambi-kara-set-mundu-women-s-wear/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1774717534156.jpg","Khadi Vasthra","","","","Poly-Cotton"," Set-Mundu","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1774717538243.jpg","","female","adult"
"652af481-a9f1-4884-b166-30997a605a0e","Blossom red and Kasavu Border Set Saree","Blossom red and Kasavu Border Set Saree","in stock","new","1580.00 INR","1264.00 INR","https://khadivasthra.com/product/blossom-red-and-kasavu-border-set-saree/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1785420869791.png","Khadi Vasthra","","","","100% Cotton","Set Saree","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1785420879399.png","","female","adult"
"0b89499d-d636-49f8-9a45-bbc733008715","Kambikara Red Double (4M) Mundu  - Black / 4M","Kambikara Red Double (4M) Mundu","in stock","new","1035.00 INR","828.00 INR","https://khadivasthra.com/product/kambikara-red-double-4m-mundu/?color=Black&size=4M","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/kambikara-red-double-4m-mundu-color/1786188904857.png","Khadi Vasthra","65b42c77-ebc9-4fc4-8eeb-6382f52d7d70","Black","4M","100% Cotton","White Double Mundu(4Mtre)","","KV-KAMBIK-BLA-4M","unisex","adult"
"f986a7fd-7de2-4d77-b696-496c9554f048","Kambikara Red Double (4M) Mundu  - Red / 4M","Kambikara Red Double (4M) Mundu","in stock","new","1035.00 INR","828.00 INR","https://khadivasthra.com/product/kambikara-red-double-4m-mundu/?color=Red&size=4M","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/kambikara-red-double-4m-mundu-color/1786188931653.png","Khadi Vasthra","65b42c77-ebc9-4fc4-8eeb-6382f52d7d70","Red","4M","100% Cotton","White Double Mundu(4Mtre)","","KV-KAMBIK-RED-4M","unisex","adult"
"66e25d51-3860-4e4c-8ed3-05a1d4aa9dec","Leaf Green Khadi Shirt Bite (2Mtr)","KHADI COTTON – SHIRT BIT * 100% Pure Khadi Cotton * 2 Metres Length * 58 Inch Width * Suitable for Half-Sleeve & Full-Sleeve Shirts * Lightweight & Breathable * Natural Khadi Texture & Finish *Pre-wash Before Stitching to account for natural shrinkage","in stock","new","540.00 INR","486.00 INR","https://khadivasthra.com/product/leaf-green-khadi-shirt-bite-2mtr/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1789645749775.png","Khadi Vasthra","","","","100% Cotton","Shirt Bit","","","unisex","adult"
"67dcafa8-dd09-4c59-a516-8095bd3e2aff","Dark Green Border Single White Mundu(2M)","Dark Green Border Single White Mundu(2M)","in stock","new","400.00 INR","360.00 INR","https://khadivasthra.com/product/dark-green-border-single-white-mundu-2m/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1784998197602.png","Khadi Vasthra","","","","100% Cotton","Single Mundu","","","unisex","adult"
"6e3142f2-0297-42cb-9663-88cefab73009","Magenta and Golden Cherie kara Set-Mundu(Women's Wear)","Magenta and Golden Cherie kara Set-Mundu(Women's Wear)","in stock","new","890.00 INR","801.00 INR","https://khadivasthra.com/product/magenta-and-golden-cherie-kara-set-mundu-women-s-wear/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1774638749990.jpg","Khadi Vasthra","","","","Poly -Cotton"," Set-Mundu","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1774638753385.jpg","","female","adult"
"7072998e-d7d2-4229-91e0-f0afca1a5b7d","MInimal Art Print Settumundu","MInimal Art Print Settumundu","in stock","new","1625.00 INR","1381.00 INR","https://khadivasthra.com/product/minimal-art-print-settumundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1774636866775.png","Khadi Vasthra","","Blue/Orange","","Cotton 80%"," Set-Mundu","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/minimal-art-print-settumundu/1774637023809.png","","female","adult"
"71e10c1d-5b8d-44eb-9ddd-c17649267a84","Fancy colour Single Lungi (2M)","Fancy colour Single Lungi (2M)","in stock","new","360.00 INR","324.00 INR","https://khadivasthra.com/product/fancy-colour-single-lungi-2m/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786819291960.png","Khadi Vasthra","","","","100% Cotton","Single Mundu","","","unisex","adult"
"17e45013-86db-4cb7-ab86-30d99c8d39bb","Yellow Coloured Red Textured Khadi Shirt  - Light Yellow / M","Yellow Coloured Red Textured Khadi Shirt","in stock","new","1050.00 INR","945.00 INR","https://khadivasthra.com/product/yellow-coloured-red-textured-khadi-shirt/?color=Light+Yellow&size=M","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/yellow-coloured-red-textured-khadi-shirt-color/1775056799640.png","Khadi Vasthra","73d08b35-ef2a-4baf-97f6-141bed3b4ceb","Light Yellow","M","100% Cotton"," Shirts","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/yellow-coloured-red-textured-khadi-shirt/1775056771170.png","KV-YELLOW-LIG-M","unisex","adult"
"759295b5-0d0e-4f38-a404-8d4b2039b231","Blue Green Khadi Cotton Shirt Bite(2 Mtr)","KHADI COTTON – SHIRT BIT * 100% Pure Khadi Cotton * 2 Metres Length * 58 Inch Width * Suitable for Half-Sleeve & Full-Sleeve Shirts * Lightweight & Breathable * Natural Khadi Texture & Finish *Pre-wash Before Stitching to account for natural shrinkage","in stock","new","540.00 INR","486.00 INR","https://khadivasthra.com/product/blue-green-khadi-cotton-shirt-bite-2-mtr/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1789646407379.png","Khadi Vasthra","","","","100% Cotton","Shirt Bit","","","unisex","adult"
"75de1f1d-9ff1-48a7-ab52-94078a34a8f9","Tissue Set-Mundu","Tissue Set-Mundu","in stock","new","1880.00 INR","1692.00 INR","https://khadivasthra.com/product/tissue-set-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1774707499514.jpg","Khadi Vasthra","","","",""," Set-Mundu","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1774707504676.jpg","","female","adult"
"76bf0794-0830-4dc1-8754-35624297bcae","Narthaki Set Saree","Narthaki Set Saree","in stock","new","1485.00 INR","1262.00 INR","https://khadivasthra.com/product/narthaki-set-saree/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1775150152905.jpg","Khadi Vasthra","","","","100% Cotton","Set Saree","","","female","adult"
"76eca9da-bf80-46ea-9882-3e55f2cbfb53","Khadi Cotton Shirt Bit (2Mtr)","KHADI COTTON – SHIRT BIT * 100% Pure Khadi Cotton * 2 Metres Length * 58 Inch Width * Suitable for Half-Sleeve & Full-Sleeve Shirts * Lightweight & Breathable * Natural Khadi Texture & Finish *Pre-wash Before Stitching to account for natural shrinkage","in stock","new","540.00 INR","486.00 INR","https://khadivasthra.com/product/khadi-cotton-shirt-bit-2mtr/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1789645909308.png","Khadi Vasthra","","","","100% Cotton","Shirt Bit","","","unisex","adult"
"7b7d2228-114a-44a7-b1cc-f7d3c5f85239","Grey and Silver Border 4.15 Mtr white Double Mundu","Pure Cotton Dhothi perfect for Highwaist , Tall Men","in stock","new","1485.00 INR","1188.00 INR","https://khadivasthra.com/product/grey-and-silver-border-4-15-mtr-white-double-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1784389384038.png","Khadi Vasthra","","","","100% Cotton","4.5m Double Mundu","","","unisex","adult"
"7bc11689-f965-4f25-b5d5-6cc8dfca4ce6","Brown and  Kasavu Premium Set Saress","Cotton and Kasavu Set Saree","in stock","new","1580.00 INR","1343.00 INR","https://khadivasthra.com/product/brown-and-kasavu-premium-set-saress/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1785420403946.png","Khadi Vasthra","","","","100% Cotton","Set Saree","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1785420424560.png","","female","adult"
"7c9044c6-1e77-4462-afc4-d45b87ce7ae0","Flower Print Settumundu(Women's Wear)","Flower Print Settumundu(Women's Wear)","in stock","new","1040.00 INR","832.00 INR","https://khadivasthra.com/product/flower-print-settumundu-women-s-wear/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1774637431246.jpg","Khadi Vasthra","","","","Poly-cotton"," Set-Mundu","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/flower-print-settumundu-women-s-wear/1785421225392.png","","female","adult"
"7e0306cd-569d-4d0b-acc7-2c6bf82cb8c1","Violet Kara White Double Mundu","Violet Kara White Double Mundu","in stock","new","840.00 INR","756.00 INR","https://khadivasthra.com/product/violet-kara-white-double-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1775999747670.jpg","Khadi Vasthra","","","","100% Cotton","White Double Mundu(4Mtre)","","","unisex","adult"
"7e75a3ed-7a51-4223-a5dd-91f669bde3ae","Thin Green Kara Double White Mundu","Thin Green Kara Double White Mundu","in stock","new","1000.00 INR","900.00 INR","https://khadivasthra.com/product/thin-green-kara-double-white-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1776000879593.jpg","Khadi Vasthra","","","","100% Cotton","White Double Mundu(4Mtre)","","","unisex","adult"
"7ec55123-8d54-4802-a3e9-c74141b9a696","White Neriya Kara Kavi Mundu","White Neriya Kara Kavi Mundu","in stock","new","460.00 INR","414.00 INR","https://khadivasthra.com/product/white-neriya-kara-kavi-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1775986763440.png","Khadi Vasthra","","","","100% COTTON","Kavi Mundu","","","unisex","adult"
"8250fbac-3318-485b-a17a-8c916efd9db2","Oraneg Red and Silver Border Offwhite Mundu","Oraneg Red and Silver Border Offwhite Mundu","in stock","new","1395.00 INR","1116.00 INR","https://khadivasthra.com/product/oraneg-red-and-silver-border-offwhite-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786188509427.png","Khadi Vasthra","","","","","Offwhite Double Mundu(4 Mtr)","","","unisex","adult"
"834c7ea1-8694-453f-b341-d1f89429e0c0","Tissue and Cotton Strip Set-Mundu(Women's Wear)","Tissue and Cotton Strip Set-Mundu","in stock","new","2120.00 INR","1908.00 INR","https://khadivasthra.com/product/tissue-and-cotton-strip-set-mundu-women-s-wear/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1774702550913.jpg","Khadi Vasthra","","","","Poly- Cotton"," Set-Mundu","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1774702554793.jpg","","female","adult"
"85ab69d7-41e5-40cd-9b3d-e50647985dc7","Line Textured Blue SIngle Lungi(@M)","Line Textured Blue SIngle Lungi(@M)","in stock","new","360.00 INR","324.00 INR","https://khadivasthra.com/product/line-textured-blue-single-lungi-m/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786819100515.png","Khadi Vasthra","","","","100% Cotton","Single Mundu","","","unisex","adult"
"86702e96-7be5-4fef-8251-4efc2351fce1","Pink and Silver Border Double White Mundu(4Mtre)","Pink and Silver Border Double White Mundu(4Mtre)","in stock","new","1395.00 INR","1116.00 INR","https://khadivasthra.com/product/pink-and-silver-border-double-white-mundu-4mtre/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786817004602.png","Khadi Vasthra","","","","1005 Cotton","White Double Mundu(4Mtre)","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786817008180.png","","unisex","adult"
"8c644510-2a75-440f-b31c-d5dd014b1a42","Brown and Golden Kara Premium SettMundu","Brown and Golden Kara Premium SettMundu","in stock","new","2660.00 INR","2261.00 INR","https://khadivasthra.com/product/brown-and-golden-kara-premium-settmundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1774638297663.jpg","Khadi Vasthra","","","","100% Cotton"," Set-Mundu","","","female","adult"
"8f6775dd-edcc-44be-ad54-aec4a42b71e4","Black Krishna Print Kavi ","Krishna Print Kavi - Black","out of stock","new","380.00 INR","342.00 INR","https://khadivasthra.com/product/krishna-black-print-kavi/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1771651616375.png","Khadi Vasthra","","","","100% Cotton","Printed Mundu","","","unisex","adult"
"8fb898a3-df0f-47ba-b87e-a06a9cc548ea","Kasavu (Golden) Border Double Mundu","Kasavu (Golden) Border Double Mundu","in stock","new","980.00 INR","784.00 INR","https://khadivasthra.com/product/kasavu-golden-border-double-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786188248987.png","Khadi Vasthra","","","","100% Cotton","Offwhite Double Mundu(4 Mtr)","","","unisex","adult"
"9141d535-57b9-457a-a237-de1b01697a26","Teal and Golden Fancy Border Double White Mundu(4Mtre)","Teal and Golden Fancy Border Double White Mundu(4Mtre)","in stock","new","1395.00 INR","1116.00 INR","https://khadivasthra.com/product/teal-and-golden-fancy-border-double-white-mundu-4mtre/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786815684130.png","Khadi Vasthra","","","","100% Cotton","White Double Mundu(4Mtre)","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786815689568.png","","unisex","adult"
"9182c99e-5406-450e-9a9e-2a083830f861","Blue and Golden kara Premium Set-Mundu","Blue and Golden kara Premium Set-mundu","in stock","new","2660.00 INR","2261.00 INR","https://khadivasthra.com/product/blue-and-golden-kara-premium-set-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1774638370961.jpg","Khadi Vasthra","","","","100% Cotton"," Set-Mundu","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1774638376633.jpg","","female","adult"
"94851d53-f791-4381-8d8b-bf6a4b302d7b","Golden Garden with Royal Flower  Set Saree","Peacock and Royal Flower Digital Print Tissue Set Saree","in stock","new","2200.00 INR","1540.00 INR","https://khadivasthra.com/product/golden-garden-with-royal-flower-set-saree/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1785842317058.png","Khadi Vasthra","","","","Cotton and Zari","Set Saree","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1785842323837.png,https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1785842324907.png","","female","adult"
"00a46c62-9db9-4662-8eb2-f21800ca0130","Teal Deer Print Shirt - Teal / S","Teal Deer Print Shirt","in stock","new","1099.00 INR","879.00 INR","https://khadivasthra.com/product/teal-deer-print-shirt/?color=Teal&size=S","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/teal-deer-print-shirt-color/1786386606083.png","Khadi Vasthra","949d8447-4438-440e-8c8a-69f8e13576f5","Teal","S","100% Cotton"," Shirts","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786386505046.jpg,https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/teal-deer-print-shirt/1786604296220.png","KV-TEAL-D-TEA-S","unisex","adult"
"50d47a6e-d293-44ab-9a65-d900b567efa2","Teal Deer Print Shirt - Teal / M","Teal Deer Print Shirt","in stock","new","1099.00 INR","879.00 INR","https://khadivasthra.com/product/teal-deer-print-shirt/?color=Teal&size=M","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/teal-deer-print-shirt-color/1786386606083.png","Khadi Vasthra","949d8447-4438-440e-8c8a-69f8e13576f5","Teal","M","100% Cotton"," Shirts","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786386505046.jpg,https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/teal-deer-print-shirt/1786604296220.png","KV-TEAL-D-TEA-M","unisex","adult"
"94a3867f-eab0-4179-a29a-9d685eb3d3b4","Yellow - Green Kara white Double Mundu","Yellow - Green Kara white Double Mundu","in stock","new","930.00 INR","837.00 INR","https://khadivasthra.com/product/yellow-green-kara-white-double-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1775999606988.jpg","Khadi Vasthra","","","","100% Cotton","White Double Mundu(4Mtre)","","","unisex","adult"
"95c85d58-0813-4b69-bb23-b1178734af70","BlueGreen and Kasavu Border 4.15 Mtr Offwhite Double Dhothi","Pure Cotton Dhothi perfect for Highwaist , Tall Men","in stock","new","1485.00 INR","1188.00 INR","https://khadivasthra.com/product/bluegreen-and-kasavu-border-4-15-mtr-offwhite-double-dhothi/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1784388893989.png","Khadi Vasthra","","","","100% cotton","4.5m Double Mundu","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1784388901276.png","","unisex","adult"
"9613f64f-17c4-46b8-b556-ae04d06373c1","Thin Violet Blue Shades Border Double Mundu","Thin Violet Blue Shades Border Double Mundu","in stock","new","1195.00 INR","956.00 INR","https://khadivasthra.com/product/thin-violet-blue-shades-border-double-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786188419005.png","Khadi Vasthra","","","","100% Cotton","Offwhite Double Mundu(4 Mtr)","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786188423475.png","","unisex","adult"
"98f49054-1189-493c-b44d-472d708f974d","Maroon Single (2 Mtre, 4 Mulam) Mundu","Maroon Single (2 Mtre, 4 Mulam) Mundu","in stock","new","360.00 INR","324.00 INR","https://khadivasthra.com/product/maroon-single-2-mtre-4-mulam-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1789115948499.png","Khadi Vasthra","","","","100% Cotton","Single Mundu","","","unisex","adult"
"9aabe5a9-3fb5-4494-a02e-ffeeff81603c","Maroon and Golden Kara Premium Settumund","Maroon and Golden Kara Premium Settumund","in stock","new","2660.00 INR","2261.00 INR","https://khadivasthra.com/product/maroon-and-golden-kara-premium-settumund/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1774638208512.jpg","Khadi Vasthra","","","","100% Cotton"," Set-Mundu","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1774638212018.jpg","","female","adult"
"a2ff545a-4a19-40a7-a8cb-f4d9a981082a","Navy Blue  and Golden VeethiKara Set-mundu(Women's Wear)","Navy Blue and Golden VeethiKara Set-mundu(Women's Wear)","in stock","new","890.00 INR","801.00 INR","https://khadivasthra.com/product/navy-blue-and-golden-veethikara-set-mundu-women-s-wear/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/minimal-blue-print-set-mundu/1774717182963.jpg","Khadi Vasthra","","","","Poly-Cotton"," Set-Mundu","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/minimal-blue-print-set-mundu/1774717188236.jpg,https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/minimal-blue-print-set-mundu/1774717193343.jpg","","female","adult"
"60d7f5f5-1952-490b-8546-78ec4f67bc5d"," Orange Border White Double Mund - Green / 4M","Orange Border White Double Mund","in stock","new","1065.00 INR","852.00 INR","https://khadivasthra.com/product/orange-border-white-double-mund/?color=Green&size=4M","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/orange-border-white-double-mund-color/1786189251592.png","Khadi Vasthra","a652376e-3f83-4e71-97da-bd1b9e79839b","Green","4M","100% Cotton","White Double Mundu(4Mtre)","","KV-ORANGE-GRE-4M","unisex","adult"
"6e98029f-7f60-454f-9cc3-671189d20288"," Orange Border White Double Mund - Ocean green / 4","Orange Border White Double Mund","in stock","new","1065.00 INR","852.00 INR","https://khadivasthra.com/product/orange-border-white-double-mund/?color=Ocean+green&size=4","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/orange-border-white-double-mund-color/1786189335580.png","Khadi Vasthra","a652376e-3f83-4e71-97da-bd1b9e79839b","Ocean green","4","100% Cotton","White Double Mundu(4Mtre)","","KV-ORANGE-OCE-4","unisex","adult"
"ed12db33-0edf-4ccc-becc-304d04865514"," Orange Border White Double Mund - Blue / 4M","Orange Border White Double Mund","in stock","new","1065.00 INR","852.00 INR","https://khadivasthra.com/product/orange-border-white-double-mund/?color=Blue&size=4M","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/orange-border-white-double-mund-color/1786189284890.png","Khadi Vasthra","a652376e-3f83-4e71-97da-bd1b9e79839b","Blue","4M","100% Cotton","White Double Mundu(4Mtre)","","KV-ORANGE-BLU-4M","unisex","adult"
"749577b4-529b-41d3-bc23-b213766739e2","LGreen Linen Shirt - Light Green / L","LGreen Linen Shirt","in stock","new","1299.00 INR","1169.00 INR","https://khadivasthra.com/product/lgreen-linen-shirt/?color=Light+Green&size=L","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/lgreen-linen-shirt-color/1786615422523.jpg","Khadi Vasthra","aa524b27-7f41-477b-af8e-7a61d30b0bbb","Light Green","L","Linen"," Shirts","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786615300753.jpg","KV-LGREEN-LIG-L","unisex","adult"
"ae159bf4-2bb3-46d2-8290-7ba6f0ae16a3","Silver Print Ball Border Khadi Black Mundu","Silver Print Ball Border Khadi Black Mundu","out of stock","new","400.00 INR","340.00 INR","https://khadivasthra.com/product/silver-print-ball-border-khadi-black-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1784226247226.png","Khadi Vasthra","","","","100% Cotton","Printed Mundu","","","unisex","adult"
"b1e72816-8650-4b7c-a8a9-670cbfefdd13","Green Border White Double Mundu","Green Border White Double Mundu","in stock","new","960.00 INR","864.00 INR","https://khadivasthra.com/product/green-border-white-double-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1775998339338.jpg","Khadi Vasthra","","","","100% Cotton","White Double Mundu(4Mtre)","","","unisex","adult"
"b28f417f-5f6f-4ce1-8875-2312f042872f","Coffe Brown and Silver Border 4.15 Mtr White Mundu","Pure Cotton Dhothi perfect for Highwaist , Tall Men","in stock","new","1485.00 INR","1040.00 INR","https://khadivasthra.com/product/coffe-brown-and-silver-border-4-15-mtr-white-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1784389521288.png","Khadi Vasthra","","","","100% Cotton","4.5m Double Mundu","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1784389524564.png","","unisex","adult"
"b64675a6-edfb-439b-968e-138534aeefc8","Half Sleeve Khadi Orange Colour Shirt","Half Sleeve Khadi Orange Colour Shirt","in stock","new","1050.00 INR","945.00 INR","https://khadivasthra.com/product/half-sleeve-khadi-orange-colour-shirt/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1775148065388.jpg","Khadi Vasthra","","","","100% Cotton"," Shirts","","","unisex","adult"
"b681cc52-b101-41cc-836f-59d767d4a094","Blue and Light Blue Border White Double Mundu","Blue and Light Blue Border White Double Mundu","in stock","new","1095.00 INR","876.00 INR","https://khadivasthra.com/product/blue-and-light-blue-border-white-double-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1786189142321.png","Khadi Vasthra","","","","","White Double Mundu(4Mtre)","","","unisex","adult"
"ba63547e-002e-4f1b-8468-d9643f0ebc53","Sky Blue Kara Double white Mundu","Sky Blue Kara Double white Mundu","in stock","new","1330.00 INR","1197.00 INR","https://khadivasthra.com/product/sky-blue-kara-double-white-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1776000032304.jpg","Khadi Vasthra","","","","100% Cotton","White Double Mundu(4Mtre)","","","unisex","adult"
"ba8666d1-3c28-4a4d-b06e-12b8cce424af"," Yellow Border Stitch Saral kavi","Yellow Border Stitch Saral kavi","out of stock","new","378.00 INR","340.00 INR","https://khadivasthra.com/product/yellow-border-stitch-saral-kavi/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1772033572029.jpg","Khadi Vasthra","","","","100% Cotton","Kavi Mundu","","","unisex","adult"
"bb4b77eb-3245-451b-a553-c88035126b1f","Khadi Cotton Shirt Bite(2mtr)","KHADI COTTON – SHIRT BIT * 100% Pure Khadi Cotton * 2 Metres Length * 58 Inch Width * Suitable for Half-Sleeve & Full-Sleeve Shirts * Lightweight & Breathable * Natural Khadi Texture & Finish *Pre-wash Before Stitching to account for natural shrinkage","in stock","new","540.00 INR","486.00 INR","https://khadivasthra.com/product/khadi-cotton-shirt-bite-2mtr/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1789646556199.png","Khadi Vasthra","","","","1005 cotton","Shirt Bit","","","unisex","adult"
"c1a493a6-0ae4-4651-809d-6ead0a8aac19","Blue and Golden Border Handloom Offwhite Double Mundu","Blue and Golden Border Handloom Offwhite Double Mundu","in stock","new","1485.00 INR","1337.00 INR","https://khadivasthra.com/product/blue-and-golden-border-handloom-offwhite-double-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1776681408571.jpg","Khadi Vasthra","","","","100% Cotton","Offwhite Double Mundu(4 Mtr)","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/blue-and-golden-border-handloom-offwhite-double-mundu/1776681517348.jpg","","unisex","adult"
"c1cb8ae8-bf6d-44cb-a6cb-07f4adf9ece8","Black TempleFlower Print with Black Border Kavi Mundu","Green TempleFlower Print with Black Border Kavi Mundu","in stock","new","380.00 INR","342.00 INR","https://khadivasthra.com/product/green-templeflower-print-with-black-border-kavi-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1776689428977.jpg","Khadi Vasthra","","","","100% Cotton","Printed Mundu","","","unisex","adult"
"c1e8b97d-c04b-41ed-b068-596e75bd30ee","Trio Cross Black Printed Single Mundu","Trio Cross Black Printed Single Mundu","out of stock","new","499.00 INR","449.00 INR","https://khadivasthra.com/product/trio-cross-black-printed-single-mundu/","https://etjxdomvtsxrnbjmjzxz.supabase.co/storage/v1/object/public/product-images/1785596367522.png","Khadi Vasthra","","","","100% Cotton","Printed Mundu","","","unisex","adult"
